s,p,o
_:b71,http://www.w3.org/2002/07/owl#maxCardinality,1
_:b71,http://www.w3.org/2002/07/owl#onProperty,http://www.linkedmodel.org/schema/vaem#specificity
http://www.linkedmodel.org/schema/vaem#GraphMetaData,http://www.w3.org/2000/01/rdf-schema#subClassOf,_:b54
http://www.linkedmodel.org/schema/vaem#GraphMetaData,http://www.w3.org/2000/01/rdf-schema#subClassOf,_:b38
http://www.linkedmodel.org/schema/vaem#GraphMetaData,http://www.w3.org/2000/01/rdf-schema#subClassOf,_:b41
http://www.linkedmodel.org/schema/vaem#GraphMetaData,http://purl.org/dc/terms/description,"""vaem:GraphMetaData"" defines basic metadata for the registration and publishing of a graph.  For specificaiton of governance the vocabulary ""VOAG"" may be used."
http://www.linkedmodel.org/schema/vaem#GraphMetaData,http://www.w3.org/2000/01/rdf-schema#subClassOf,_:b48
http://www.linkedmodel.org/schema/vaem#GraphMetaData,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.w3.org/2002/07/owl#Thing
http://www.linkedmodel.org/schema/vaem#GraphMetaData,http://www.w3.org/2000/01/rdf-schema#subClassOf,_:b4
http://www.linkedmodel.org/schema/vaem#GraphMetaData,http://www.w3.org/2000/01/rdf-schema#seeAlso,http://voag.linkedmodel.org/vocab/voag
http://www.linkedmodel.org/schema/vaem#GraphMetaData,http://www.w3.org/2000/01/rdf-schema#subClassOf,_:b72
http://www.linkedmodel.org/schema/vaem#GraphMetaData,http://www.w3.org/2000/01/rdf-schema#subClassOf,_:b7
http://www.linkedmodel.org/schema/vaem#GraphMetaData,http://www.w3.org/2000/01/rdf-schema#subClassOf,_:b53
http://www.linkedmodel.org/schema/vaem#GraphMetaData,http://www.w3.org/2000/01/rdf-schema#subClassOf,_:b69
http://www.linkedmodel.org/schema/vaem#GraphMetaData,http://www.w3.org/2000/01/rdf-schema#subClassOf,_:b65
http://www.linkedmodel.org/schema/vaem#GraphMetaData,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://www.linkedmodel.org/schema/vaem
http://www.linkedmodel.org/schema/vaem#GraphMetaData,http://www.w3.org/2000/01/rdf-schema#subClassOf,_:b73
http://www.linkedmodel.org/schema/vaem#GraphMetaData,http://www.w3.org/2000/01/rdf-schema#subClassOf,_:b13
http://www.linkedmodel.org/schema/vaem#GraphMetaData,http://www.w3.org/2000/01/rdf-schema#label,Graph Metadata
http://www.linkedmodel.org/schema/vaem#GraphMetaData,http://www.w3.org/2000/01/rdf-schema#subClassOf,_:b71
http://www.linkedmodel.org/schema/vaem#GraphMetaData,http://www.w3.org/2000/01/rdf-schema#subClassOf,_:b52
http://www.linkedmodel.org/schema/vaem#GraphMetaData,http://www.w3.org/2000/01/rdf-schema#subClassOf,_:b46
http://www.linkedmodel.org/schema/vaem#GraphMetaData,http://www.w3.org/2000/01/rdf-schema#subClassOf,_:b39
http://www.linkedmodel.org/schema/vaem#GraphMetaData,http://www.w3.org/2000/01/rdf-schema#subClassOf,_:b8
http://www.linkedmodel.org/schema/vaem#GraphMetaData,http://www.w3.org/2000/01/rdf-schema#subClassOf,_:b40
http://www.linkedmodel.org/schema/vaem#GraphMetaData,http://www.w3.org/2000/01/rdf-schema#subClassOf,_:b70
http://www.linkedmodel.org/schema/vaem#GraphMetaData,http://www.w3.org/2000/01/rdf-schema#subClassOf,_:b68
http://www.linkedmodel.org/schema/vaem#GraphMetaData,http://www.w3.org/2000/01/rdf-schema#subClassOf,_:b55
http://www.linkedmodel.org/schema/vaem#GraphMetaData,http://www.w3.org/2000/01/rdf-schema#subClassOf,_:b74
http://www.linkedmodel.org/schema/vaem#GraphMetaData,http://www.w3.org/2000/01/rdf-schema#subClassOf,_:b24
http://www.linkedmodel.org/schema/vaem#GraphMetaData,http://www.w3.org/2000/01/rdf-schema#subClassOf,_:b56
http://www.linkedmodel.org/schema/vaem#GraphMetaData,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://www.linkedmodel.org/schema/vaem#GraphMetaData,http://www.w3.org/2000/01/rdf-schema#subClassOf,_:b42
_:b21,http://www.w3.org/1999/02/22-rdf-syntax-ns#first,http://qudt.org/schema/qudt/CT_COUNTABLY-INFINITE
_:b21,http://www.w3.org/1999/02/22-rdf-syntax-ns#rest,_:b64
_:b75,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/shacl#PropertyShape
_:b75,http://www.w3.org/ns/shacl#path,http://qudt.org/schema/qudt/allowedPattern
_:b75,http://www.w3.org/ns/shacl#qualifiedMinCount,1
_:b75,http://www.w3.org/ns/shacl#qualifiedValueShape,_:b76
http://edg.topbraid.solutions/model/WorkflowParticipantProperty,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2000/01/rdf-schema#Class
http://edg.topbraid.solutions/model/WorkflowParticipantProperty,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/shacl#NodeShape
http://edg.topbraid.solutions/model/WorkflowParticipantProperty,http://www.w3.org/2000/01/rdf-schema#comment,"Instances of this class are roles that can be used in workflow steps as ""notification roles"""
http://edg.topbraid.solutions/model/WorkflowParticipantProperty,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://edg.topbraid.solutions/1.0/schema/governance
http://edg.topbraid.solutions/model/WorkflowParticipantProperty,http://www.w3.org/2000/01/rdf-schema#label,Workflow property
http://edg.topbraid.solutions/model/WorkflowParticipantProperty,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
http://edg.topbraid.solutions/model/WorkflowParticipantProperty,http://www.w3.org/2004/02/skos/core#example,"# Query to produce matching property shapes
CONSTRUCT {
	edg:Stewardship sh:property ?ps .
	?ps a sh:PropertyShape .
	?ps sh:nodeKind sh:IRI .  # Optional
	?ps sh:path ?property .
	?ps rdfs:isDefinedBy <http://edg.topbraid.solutions/1.0/schema/governance> .
}
WHERE {
	?property a edg:WorkflowParticipantProperty .
	BIND (IRI(CONCAT(str(edg:Stewardship), '-', afn:localname(?property))) AS ?ps) .
}"
http://edg.topbraid.solutions/model/WorkflowParticipantProperty,http://www.w3.org/ns/shacl#property,_:b9
http://edg.topbraid.solutions/model/WorkflowParticipantProperty,http://www.w3.org/ns/shacl#sparql,_:b63
http://qudt.org/schema/qudt/HexBinaryType,http://www.w3.org/ns/shacl#property,http://qudt.org/schema/qudt/HexBinaryType-length
http://qudt.org/schema/qudt/HexBinaryType,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://qudt.org/schema/qudt/HexBinaryType,http://www.w3.org/ns/shacl#property,http://qudt.org/schema/qudt/HexBinaryType-minLength
http://qudt.org/schema/qudt/HexBinaryType,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/shacl#NodeShape
http://qudt.org/schema/qudt/HexBinaryType,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://qudt.org/2.0/schema/datatype
http://qudt.org/schema/qudt/HexBinaryType,http://www.w3.org/ns/shacl#property,http://qudt.org/schema/qudt/HexBinaryType-maxLength
http://qudt.org/schema/qudt/HexBinaryType,http://www.w3.org/2000/01/rdf-schema#label,Hexidecimal Binary Type
http://qudt.org/schema/qudt/HexBinaryType,http://purl.org/dc/terms/description,A string composed of hex characters.
http://qudt.org/schema/qudt/HexBinaryType,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://qudt.org/schema/qudt/TextStringType
http://qudt.org/schema/qudt/HexBinaryType,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://edg.topbraid.solutions/model/AssetClass
http://qudt.org/schema/qudt/HexBinaryType,http://www.w3.org/ns/shacl#property,http://qudt.org/schema/qudt/HexBinaryType-pattern
http://datashapes.org/dash#ExecutionPlatform,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2000/01/rdf-schema#Class
http://datashapes.org/dash#ExecutionPlatform,http://www.w3.org/2000/01/rdf-schema#comment,"An platform (such as TopBraid) that may have features needed to execute, for example, SPARQL queries."
http://datashapes.org/dash#ExecutionPlatform,http://www.w3.org/2000/01/rdf-schema#label,Execution platform
http://datashapes.org/dash#ExecutionPlatform,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.w3.org/2000/01/rdf-schema#Resource
http://edg.topbraid.solutions/model/IssueStatus,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://edg.topbraid.solutions/1.0/schema/governance
http://edg.topbraid.solutions/model/IssueStatus,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://edg.topbraid.solutions/1.0/schema/core
http://edg.topbraid.solutions/model/IssueStatus,http://www.w3.org/2000/01/rdf-schema#comment,<em><strong>Please indicate any updates/modifications to the enumerated values in this comments field.</strong></em>
http://edg.topbraid.solutions/model/IssueStatus,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://edg.topbraid.solutions/model/EDGenumeratedValue
http://edg.topbraid.solutions/model/IssueStatus,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://edg.topbraid.solutions/model/EDGenumerationClass
http://edg.topbraid.solutions/model/IssueStatus,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/shacl#NodeShape
http://edg.topbraid.solutions/model/IssueStatus,http://www.w3.org/2000/01/rdf-schema#label,Issue Status
http://www.w3.org/2002/07/owl#Class,http://www.w3.org/2000/01/rdf-schema#comment,The class of OWL classes.
http://www.w3.org/2002/07/owl#Class,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://www.w3.org/2002/07/owl#
http://www.w3.org/2002/07/owl#Class,http://www.w3.org/2000/01/rdf-schema#label,Class
http://www.w3.org/2002/07/owl#Class,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2000/01/rdf-schema#Class
http://www.w3.org/2002/07/owl#Class,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.w3.org/2000/01/rdf-schema#Class
http://www.w3.org/2002/07/owl#Class,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/shacl#NodeShape
http://edg.topbraid.solutions/model/ConfidentialityLevel,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://edg.topbraid.solutions/1.0/schema/core
http://edg.topbraid.solutions/model/ConfidentialityLevel,http://www.w3.org/2000/01/rdf-schema#comment,<em><strong>Please indicate any updates/modifications to the enumerated values in this comments field.</strong></em>
http://edg.topbraid.solutions/model/ConfidentialityLevel,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://edg.topbraid.solutions/model/EDGenumeratedValue
http://edg.topbraid.solutions/model/ConfidentialityLevel,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://edg.topbraid.solutions/model/EDGenumerationClass
http://edg.topbraid.solutions/model/ConfidentialityLevel,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/shacl#NodeShape
http://edg.topbraid.solutions/model/ConfidentialityLevel,http://www.w3.org/2000/01/rdf-schema#label,Confidentiality Level
http://edg.topbraid.solutions/model/DataContainerType,http://edg.topbraid.solutions/model/acronym,DCNTNRTYPE
http://edg.topbraid.solutions/model/DataContainerType,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://edg.topbraid.solutions/1.0/schema/core
http://edg.topbraid.solutions/model/DataContainerType,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://edg.topbraid.solutions/1.0/codelist/datamodels
http://edg.topbraid.solutions/model/DataContainerType,http://www.w3.org/2000/01/rdf-schema#comment,<em><strong>Please indicate any updates/modifications to the enumerated values in this comments field.</strong></em>
http://edg.topbraid.solutions/model/DataContainerType,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://edg.topbraid.solutions/model/EDGenumeratedValue
http://edg.topbraid.solutions/model/DataContainerType,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://edg.topbraid.solutions/model/EDGenumerationClass
http://edg.topbraid.solutions/model/DataContainerType,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/shacl#NodeShape
http://edg.topbraid.solutions/model/DataContainerType,http://www.w3.org/2000/01/rdf-schema#label,Data Container Type
http://edg.topbraid.solutions/model/ComplianceStatus,http://edg.topbraid.solutions/model/acronym,CSTAT
http://edg.topbraid.solutions/model/ComplianceStatus,http://datashapes.org/graphql#name,ComplianceStatus
http://edg.topbraid.solutions/model/ComplianceStatus,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://edg.topbraid.solutions/1.0/schema/core
http://edg.topbraid.solutions/model/ComplianceStatus,http://www.w3.org/2000/01/rdf-schema#comment,<em><strong>Please indicate any updates/modifications to the enumerated values in this comments field.</strong></em>
http://edg.topbraid.solutions/model/ComplianceStatus,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://edg.topbraid.solutions/model/EDGenumeratedValue
http://edg.topbraid.solutions/model/ComplianceStatus,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://edg.topbraid.solutions/model/EDGenumerationClass
http://edg.topbraid.solutions/model/ComplianceStatus,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/shacl#NodeShape
http://edg.topbraid.solutions/model/ComplianceStatus,http://www.w3.org/2000/01/rdf-schema#label,Compliance Status
_:b76,http://www.w3.org/ns/shacl#datatype,http://www.w3.org/2001/XMLSchema#string
http://edg.topbraid.solutions/model/ModelClass,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://edg.topbraid.solutions/1.0/schema/base
http://edg.topbraid.solutions/model/ModelClass,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.w3.org/2000/01/rdf-schema#Class
http://edg.topbraid.solutions/model/ModelClass,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2000/01/rdf-schema#Class
http://edg.topbraid.solutions/model/ModelClass,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/shacl#NodeShape
http://edg.topbraid.solutions/model/ModelClass,http://www.w3.org/2000/01/rdf-schema#comment,"ModelClass is a metaclass for distinguishing Project classes, that is asset collection classes. Each class has a corresponding 'ProjectType' and a controller. To find the 'Project Type' from an instance of a 'Project Class' the function 'teamwork:getProjectType' is used."
http://edg.topbraid.solutions/model/ModelClass,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://edg.topbraid.solutions/1.0/schema/core
http://edg.topbraid.solutions/model/ModelClass,http://www.w3.org/2000/01/rdf-schema#label,Model class
http://edg.topbraid.solutions/model/ModelClass,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://datashapes.org/graphql#Schema
http://edg.topbraid.solutions/model/ModelClass,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.w3.org/2002/07/owl#Class
http://qudt.org/schema/qudt/SignedShortIntegerType,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://qudt.org/schema/qudt/SignedShortIntegerType,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/shacl#NodeShape
http://qudt.org/schema/qudt/SignedShortIntegerType,http://purl.org/dc/terms/description,A Signed Short Integer is a signed integer that can be represented in four octets (32 bits) of machine memory.
http://qudt.org/schema/qudt/SignedShortIntegerType,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://qudt.org/2.0/schema/datatype
http://qudt.org/schema/qudt/SignedShortIntegerType,http://www.w3.org/2000/01/rdf-schema#label,Signed Short Integer Type
http://qudt.org/schema/qudt/SignedShortIntegerType,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://qudt.org/schema/qudt/ShortIntegerType
http://qudt.org/schema/qudt/SignedShortIntegerType,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://qudt.org/schema/qudt/SignedIntegerType
http://qudt.org/schema/qudt/SignedShortIntegerType,http://www.w3.org/ns/shacl#property,http://qudt.org/schema/qudt/SignedShortIntegerType-abbreviation
http://qudt.org/schema/qudt/SignedShortIntegerType,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://edg.topbraid.solutions/model/AssetClass
http://edg.topbraid.solutions/model/PersonalDataUseConsent,http://www.w3.org/2000/01/rdf-schema#comment,An enumeration of consent governance mechanisms
http://edg.topbraid.solutions/model/PersonalDataUseConsent,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://edg.topbraid.solutions/1.0/schema/governance
http://edg.topbraid.solutions/model/PersonalDataUseConsent,http://edg.topbraid.solutions/model/acronym,PDUC
http://edg.topbraid.solutions/model/PersonalDataUseConsent,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://edg.topbraid.solutions/1.0/schema/governance/core
http://edg.topbraid.solutions/model/PersonalDataUseConsent,http://www.w3.org/2000/01/rdf-schema#comment,An enumeration of consent governance mechanisms. Please indicate any updates/modifications to the enumerated values in this comments field.
